Cod_Cliente,COM,ED,SX,NIV_EDUC,RENTA,E_CIVIL,VIG,TRX_T,TRX_T-1,TRX_T-2,SALDO_T,SALDO_T-1,SALDO_T-2,SALDO_T-3,SALDO_T-4,SALDO_T-5,CERRO
614,105,38.4,M       ,TEC     ,380,CAS     ,60,23,23,56,115750.9,55351.5,34198.48,69598.48,800584.29,0.0,1
615,226,38.6,M       ,TEC     ,401,CAS     ,23,24,19,26,15580.65,-2224.8,2292.29,87826.67,141022.38,182315.22,0
616,13,39.1,M       ,TEC     ,570,CAS     ,101,77,85,77,2295099.3,502346.86,861036.86,2958109.52,811109.52,468966.52,0
617,86,35.2,M       ,UNV     ,1361,CAS     ,146,81,79,68,4222340.55,3237485.71,2272172.14,9757364.29,9284104.76,3808450.44,0
618,326,,M       ,TEC     ,331,CAS     ,47,51,45,72,698845.05,910070.43,1247809.86,1792338.1,2055938.57,2077998.7,0
619,71,30.2,M       ,UNV     ,320,SOL     ,36,5,5,9,0.0,0.0,0.0,0.0,0.0,0.0,1
620,80,,M       ,MED     ,700,SEP     ,133,64,88,65,3585149.05,3369414.65,3012619.75,2588237.33,12475773.81,0.0,1
621,16,,M       ,MED     ,680,CAS     ,113,99,72,77,7681279.2,3178841.29,2547347.0,5930314.29,3687761.91,1777430.87,0
622,67,40.1,M       ,MED     ,762,CAS     ,26,44,30,23,2179279.2,1757276.4,1224469.14,1927058.09,3202996.95,1519612.96,0
623,70,40.2,M       ,TEC     ,659,CAS     ,47,16,22,39,100256.55,317508.29,173195.14,1082771.91,657453.81,648727.83,0
624,89,43.3,F       ,TEC     ,375,SOL     ,28,16,64,31,89206.81,59918.7,51685.57,125486.9,287444.29,0.0,1
625,89,38.0,F       ,UNV     ,600,CAS     ,34,31,36,34,544918.19,921041.8,10380876.2,3944487.71,10578944.76,2032374.29,1
626,253,37.1,M       ,TEC     ,437,CAS     ,89,12,5,12,0.0,2220.0,0.0,0.0,0.0,0.0,1
627,93,37.4,M       ,TEC     ,484,SOL     ,22,13,10,12,40598.24,-5041.2,-9888.1,-4779.81,-14750.95,0.0,1
628,88,26.2,M       ,UNV     ,450,SOL     ,21,28,19,28,3994.14,19142.2,47135.38,3277.43,387353.33,0.0,1
629,88,38.9,F       ,UNV     ,900,SOL     ,52,152,72,133,1120342.2,985434.6,456055.57,3072440.48,2025865.24,14932212.61,0
630,92,38.2,M       ,UNV     ,2000,CAS     ,147,15,12,35,127169.38,263330.7,0.0,595388.19,968311.43,0.0,1
631,92,35.4,M       ,UNV     ,700,SOL     ,20,6,20,6,0.0,-2767.2,-1323.05,2001.57,-213392.38,0.0,1
632,95,,F       ,TEC     ,392,CAS     ,20,15,57,82,14579.81,13140.5,13981.65,41333.43,798028.1,0.0,1
633,97,39.2,M       ,MED     ,567,CAS     ,22,39,36,32,199393.24,51996.7,-2150.6,-238227.24,1825350.0,955409.52,1
634,90,,F       ,TEC     ,250,CAS     ,90,4,27,44,988602.1,852851.0,595228.9,743463.33,4637144.76,6427259.05,1
635,89,,M       ,UNV     ,315,SOL     ,38,32,24,37,361873.81,311619.8,279969.62,245632.67,885245.71,1450007.62,1
636,93,,M       ,TEC     ,300,CAS     ,42,140,91,66,308072.25,1627677.45,4336806.29,3376960.48,2100440.48,706332.17,0
637,31,37.3,M       ,UNV     ,700,SOL     ,49,74,88,68,1556582.4,1192807.65,904103.71,3528450.95,7939074.29,3267820.87,0
638,105,38.2,M       ,TEC     ,700,CAS     ,20,32,53,47,716200.71,689462.2,281364.29,205305.71,1646284.29,0.0,1
639,29,,F       ,MED     ,300,CAS     ,17,18,18,53,172651.24,171589.45,118067.43,158665.14,15322.38,0.0,1
640,5,39.6,F       ,TEC     ,500,SOL     ,56,102,69,68,389033.1,287722.8,509377.71,2110548.57,1753801.43,1171073.91,0
641,291,30.0,F       ,UNV     ,480,SOL     ,64,8,14,6,16285.9,31966.7,26612.85,52757.1,-24797.62,0.0,1
642,227,37.1,F       ,UNV     ,490,CAS     ,47,25,54,63,14255.0,102623.85,75214.85,69954.24,1195657.62,0.0,1
643,88,,F       ,UNV     ,380,CAS     ,31,14,4,21,2705488.57,7937082.0,7000222.4,908136.76,412266.67,0.0,1
644,135,36.6,M       ,TEC     ,750,SOL     ,12,2,4,11,253500.0,61383.57,63904.86,233357.57,267789.0,196448.87,0
645,135,29.0,F       ,UNV     ,1384,CAS     ,36,31,36,41,680429.62,756825.7,681236.5,629775.43,2420198.1,2257501.43,1
646,88,,F       ,        ,650,CAS     ,181,10,25,20,264244.48,546171.8,202080.67,134033.81,826850.48,703754.29,1
647,291,34.2,M       ,UNV     ,930,CAS     ,56,19,18,25,1060357.14,423789.3,491233.24,526493.05,2359321.91,4997740.0,1
648,164,37.3,M       ,UNV     ,2000,CAS     ,137,124,86,88,8842152.75,3935966.4,2723446.71,10456700.0,14411145.24,12316038.7,0
649,119,,F       ,UNV     ,1262,CAS     ,66,98,78,64,13500.0,156108.29,227099.86,418542.86,109393.33,776666.96,0
650,115,40.0,M       ,UNV     ,548,CAS     ,24,5,5,6,0.0,-1967.85,1581.38,358.1,7257.14,0.0,1
651,164,,M       ,TEC     ,992,CAS     ,14,0,11,2,94584.0,90695.05,88601.0,46410.05,-841.91,0.0,1
652,5,37.6,M       ,MED     ,670,CAS     ,64,2,1,3,269016.0,162623.2,10815.0,-889.33,-96480.0,0.0,1
653,88,26.7,F       ,TEC     ,997,CAS     ,6,38,20,15,0.0,16837.8,0.0,0.0,0.0,0.0,0
654,5,28.1,F       ,UNV     ,430,CAS     ,24,80,34,49,51398.48,34894.6,69923.81,58484.1,1915781.91,1470695.71,1
655,16,,M       ,UNV     ,600,CAS     ,153,114,73,53,449182.5,199571.71,236300.43,935884.29,1925414.29,7270626.96,0
656,110,35.8,M       ,MED     ,300,CAS     ,52,14,18,15,40462.95,21427.8,20965.14,93486.67,55506.67,423180.87,0
657,93,36.6,M       ,TEC     ,400,CAS     ,60,25,33,16,6052.05,0.0,46219.0,2044.29,288359.52,28090.44,0
658,103,38.3,M       ,UNV     ,800,CAS     ,53,11,5,7,22327.29,0.0,0.0,0.0,-125622.86,0.0,1
659,115,42.4,F       ,UNV     ,750,SEP     ,101,38,27,28,135851.43,130151.0,170795.52,240538.29,967772.86,1182024.29,1
660,80,34.7,F       ,TEC     ,420,SOL     ,48,20,27,31,323382.0,113726.43,157961.29,4394286.67,1439174.76,1309958.26,0
661,105,31.8,M       ,UNV     ,626,CAS     ,42,32,12,141,313998.9,306655.57,136732.43,438954.76,266012.86,257665.65,0
662,80,,F       ,TEC     ,520,CAS     ,66,62,58,63,110810.57,146162.3,89358.4,87464.48,1688782.86,3454806.67,1
663,88,39.2,F       ,TEC     ,350,SOL     ,99,44,40,41,110779.05,175763.85,424503.43,1097763.81,557728.57,1484184.78,0
664,105,38.7,M       ,MED     ,798,CAS     ,15,15,12,12,872121.0,622138.14,909578.71,385420.0,3366005.71,10358004.35,0
665,88,36.6,M       ,UNV     ,730,SOL     ,172,37,13,12,288995.7,144970.8,140243.29,-361101.91,-982630.0,-97865.22,0
666,118,40.1,M       ,TEC     ,921,CAS     ,35,42,37,45,180407.24,413476.05,293061.48,213153.9,2878950.95,0.0,1
667,85,29.1,M       ,TEC     ,415,SOL     ,35,157,171,187,14403320.85,13699289.86,12331106.0,39333293.81,38225170.95,36808866.09,0
668,85,39.2,F       ,TEC     ,550,SEP     ,42,27,33,47,147482.57,99127.4,117167.1,218690.67,666450.0,528474.76,1
669,131,35.3,F       ,UNV     ,589,CAS     ,48,15,14,19,87492.38,14240.0,24891.38,-68489.76,-20432.86,0.0,1
670,326,40.2,M       ,MED     ,470,CAS     ,95,4,15,57,158229.81,244982.8,166698.0,241684.76,402833.33,1037842.86,1
671,326,28.8,M       ,UNV     ,680,CAS     ,6,180,112,71,0.0,4511485.2,17501420.57,31955705.14,9773834.86,15873090.26,0
672,253,36.4,F       ,TEC     ,403,CAS     ,57,74,49,79,1724054.7,382668.14,135305.43,824751.43,627221.91,1250430.44,0
673,301,36.8,M       ,MED     ,450,CAS     ,39,136,123,116,1642561.5,1723269.71,2387694.86,8073410.0,5517686.67,4547231.3,0
674,300,,M       ,MED     ,410,CAS     ,45,19,39,69,227073.52,93416.05,212807.76,81458.67,906209.05,0.0,1
675,122,33.1,M       ,UNV     ,842,SOL     ,5,58,352,391,0.0,91930.2,2175384.9,1124743.52,278831.29,0.0,1
676,131,38.9,M       ,TEC     ,420,CAS     ,24,5,6,11,23953.19,-585.8,-11445.35,-8890.62,-27865.71,0.0,1
677,93,36.2,M       ,UNV     ,600,CAS     ,68,5,18,25,0.0,0.0,1866.67,14806.1,6182.86,-28324.29,1
678,88,43.0,F       ,TEC     ,475,SOL     ,40,44,57,78,227743.2,17827.43,213740.71,2008991.43,1264519.52,1611765.22,0
679,85,28.7,M       ,UNV     ,796,CAS     ,19,18,11,17,6676.0,2500.0,37053.24,24478.29,2787.62,0.0,1
680,83,24.9,M       ,UNV     ,500,SOL     ,7,38,46,45,1715384.55,1327540.5,5350287.86,3562741.33,7488500.0,10067592.0,0
681,92,,F       ,UNV     ,406,CAS     ,60,17,18,28,759673.8,497821.95,1506033.14,1083885.24,594780.95,1804299.57,0
682,131,34.1,M       ,UNV     ,700,CAS     ,63,75,68,69,239226.3,310003.0,250083.29,433184.29,877828.57,527805.65,0
683,83,39.2,M       ,TEC     ,1067,CAS     ,129,30,32,38,599860.57,331248.6,53413.0,4743.71,116364.29,83142.86,1
684,253,37.9,F       ,UNV     ,900,CAS     ,36,10,16,55,1951045.05,1926720.45,1610102.86,2246994.24,15426126.19,0.0,1
685,272,37.2,F       ,UNV     ,834,SOL     ,70,44,30,40,300810.9,925602.43,646187.71,609699.52,327470.95,3697433.04,0
686,272,24.8,F       ,EUN     ,380,SOL     ,24,7,21,29,52131.38,58368.0,76483.38,49310.14,562000.48,0.0,1
687,92,34.6,M       ,UNV     ,400,SOL     ,37,67,72,53,315354.0,663008.4,544237.14,1109689.52,1266335.24,1047518.26,0
688,89,38.2,M       ,UNV     ,472,CAS     ,94,63,45,27,2680713.9,1967414.7,3573005.0,12942486.19,17074499.05,29473233.04,0
689,85,27.7,F       ,TEC     ,450,SOL     ,33,85,81,61,2151732.45,109045.95,356130.43,2392847.62,924352.38,294220.87,0
690,85,35.1,F       ,TEC     ,605,SOL     ,25,28,38,59,249040.29,417979.5,245424.05,198426.1,1424903.33,0.0,1
691,101,30.0,F       ,TEC     ,487,SEP     ,48,16,24,61,67275.52,269934.4,460235.25,279120.48,1118953.33,0.0,1
692,117,34.2,F       ,UNV     ,715,CAS     ,57,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
693,80,30.7,F       ,TEC     ,350,SOL     ,57,64,72,86,138287.85,124171.71,192196.0,463625.24,1085926.19,2996306.96,0
694,131,43.7,M       ,TEC     ,350,CAS     ,119,9,35,98,85355.67,33473.05,47900.75,200226.29,3294205.24,0.0,1
695,105,38.1,M       ,UNV     ,820,CAS     ,34,53,40,44,485866.65,799110.86,1037260.29,4037589.52,5200235.24,3616531.74,0
696,105,,M       ,TEC     ,450,CAS     ,62,52,42,51,328504.67,200037.7,163554.24,276169.33,2452954.29,0.0,1
697,292,36.2,F       ,TEC     ,556,CAS     ,22,92,41,66,698842.5,1307836.95,1642355.14,3243519.05,1944678.1,24415714.35,0
698,80,36.0,M       ,TEC     ,400,SOL     ,31,27,21,38,355152.75,276795.14,336139.86,334301.43,563749.52,1017865.22,0
699,98,36.3,M       ,UNV     ,1269,CAS     ,37,58,48,44,1062958.95,817178.29,2163428.14,4279387.62,4560750.95,3534099.57,0
700,92,35.2,F       ,TEC     ,580,CAS     ,25,45,64,60,348158.0,186650.2,228877.9,429262.1,973813.81,705525.71,1
701,292,36.8,F       ,TEC     ,350,CAS     ,77,60,46,69,727813.35,1180321.8,3856986.29,10844133.33,9796349.05,3174851.74,0
702,314,30.2,M       ,UNV     ,720,CAS     ,38,15,8,6,0.0,0.0,0.0,0.0,0.0,0.0,1
703,314,29.8,M       ,UNV     ,610,SOL     ,38,57,84,62,1792.65,35036.43,450923.43,3446875.24,1896387.14,695869.13,0
704,124,44.1,F       ,TEC     ,610,SOL     ,20,49,29,37,1733711.85,1223819.85,850989.86,1851194.29,2096701.43,2396778.7,0
705,314,39.4,M       ,UNV     ,1200,CAS     ,66,38,32,21,-568443.75,143077.8,497478.43,438438.1,222835.71,198803.91,0
706,106,27.0,M       ,TEC     ,415,CAS     ,4,8,21,9,0.0,0.0,6650.0,352797.57,1580369.43,0.0,1
707,86,37.6,M       ,TEC     ,1535,SOL     ,10,14,1,10,62857.14,33308.9,1210976.4,51742.86,115366.86,0.0,1
708,92,,F       ,MED     ,618,CAS     ,48,50,54,40,1107637.65,239543.55,849539.86,2020057.14,3822005.24,7444806.96,0
709,89,37.6,F       ,MED     ,350,SOL     ,50,8,29,14,-346.33,6465.9,6005.5,162.48,283214.29,0.0,1
710,88,28.7,M       ,UNV     ,335,SOL     ,49,9,12,8,0.0,0.0,0.0,0.0,0.0,0.0,0
711,88,33.8,M       ,UNV     ,1800,CAS     ,129,5,2,9,0.0,501600.0,681193.43,741162.29,3780434.29,3683640.0,1
712,226,39.2,F       ,UNV     ,350,SOL     ,78,3,7,26,1632.0,1632.0,180718.71,3287084.29,1234473.33,672782.61,0
713,326,39.8,M       ,UNV     ,473,CAS     ,22,35,12,26,1507608.9,1132966.65,962665.71,1487509.05,2096854.76,2510588.26,0
714,226,36.2,F       ,TEC     ,400,SOL     ,74,39,56,32,652792.2,590519.1,626298.86,2152999.05,2874689.52,3735490.0,0
715,105,38.2,M       ,TEC     ,700,CAS     ,107,64,62,74,1725164.55,7236667.0,912067.57,2082990.48,2341114.76,3075836.96,0
716,131,35.7,M       ,MED     ,360,SOL     ,25,42,45,47,61628.1,69640.05,56937.0,159258.1,839652.38,144027.39,0
717,89,38.7,F       ,UNV     ,500,CAS     ,144,56,27,44,4181076.6,3216006.71,4863342.57,14731556.67,14072392.38,12218196.96,0
718,91,39.0,M       ,UNV     ,1300,CAS     ,93,55,40,42,2338594.95,1491664.71,4697527.0,16902592.86,19739370.95,28784906.09,0
719,89,37.8,M       ,UNV     ,1252,CAS     ,53,9,10,19,199145.76,147813.85,229892.1,-6431.67,212113.81,0.0,1
720,93,39.9,M       ,UNV     ,1570,CAS     ,9,21,31,34,33270.0,162228.14,279946.0,414000.0,57555.14,163663.83,0
721,67,39.8,F       ,TEC     ,1000,CAS     ,53,19,27,18,46098.81,36707.7,0.0,26948.24,323189.52,0.0,1
722,103,35.6,M       ,MED     ,1262,CAS     ,48,247,197,234,2226928.65,3200508.57,5165746.57,8627190.95,8285175.71,8916683.04,0
723,80,31.1,F       ,TEC     ,428,SOL     ,39,18,18,16,0.0,19906.45,9523.81,9523.81,95238.1,0.0,1
724,284,35.6,M       ,TEC     ,420,CAS     ,19,17,7,7,103934.33,43013.85,15145.0,5065.1,1723.33,0.0,1
725,193,39.6,M       ,MED     ,410,SOL     ,20,9,14,25,-24615.81,164882.8,126218.9,123801.57,69641.43,0.0,1
726,131,36.6,M       ,TEC     ,700,CAS     ,71,28,36,53,65532.1,68149.15,81096.33,126921.19,1001405.71,0.0,1
727,91,37.8,F       ,TEC     ,498,SOL     ,96,49,31,27,532063.5,327405.9,755398.14,3245138.1,1546248.57,1727583.48,0
728,83,30.1,F       ,UNV     ,1020,CAS     ,7,2,2,2,62.7,3970.35,8708.71,11464.76,11276.38,11134.78,0
729,66,39.6,F       ,UNV     ,325,CAS     ,43,27,24,22,972825.75,892939.95,756339.14,1094588.57,1027026.19,2043504.35,0
730,326,38.9,F       ,UNV     ,445,SOL     ,27,23,40,67,342737.71,359417.85,273331.52,232182.9,797747.62,0.0,1
731,92,38.3,F       ,TEC     ,560,SOL     ,118,26,58,59,116537.05,135304.75,53369.05,90404.19,1004596.67,0.0,1
732,314,35.3,F       ,TEC     ,380,CAS     ,37,32,52,53,50778.05,46698.2,24269.19,83574.43,150290.0,0.0,1
733,326,,M       ,TEC     ,556,CAS     ,42,85,133,77,109762.8,208464.71,707884.14,1897107.14,13404385.71,2054705.22,0
734,513,34.2,M       ,TEC     ,500,CAS     ,54,32,22,41,375541.0,129953.9,140530.19,100893.38,332210.95,0.0,1
735,71,36.9,M       ,UNV     ,1600,CAS     ,41,62,79,85,224585.55,575497.43,491993.43,14555181.43,47038578.57,8040495.65,0
736,118,33.8,F       ,UNV     ,457,CAS     ,35,46,22,36,463635.15,479049.6,726257.57,1638238.1,1675724.76,2226776.52,0
737,22,38.4,M       ,UNV     ,380,CAS     ,39,30,45,48,311995.57,177965.1,119188.24,301753.1,2061625.71,0.0,1
738,92,29.1,F       ,UNV     ,427,CAS     ,25,44,17,51,326043.9,127417.43,289837.0,378732.86,1035026.19,912053.04,0
739,105,39.6,M       ,MED     ,578,CAS     ,45,36,48,27,273413.85,441452.43,556925.0,2768553.81,2301774.29,742656.52,0
740,272,39.2,M       ,UNV     ,625,CAS     ,70,61,105,91,72948.33,187481.85,39875.3,88930.95,2704931.43,0.0,1
741,193,33.3,M       ,UNV     ,500,CAS     ,91,48,57,50,169262.29,194981.6,143870.62,114586.38,1264685.71,0.0,1
742,272,38.0,M       ,MED     ,322,CAS     ,7,12,9,17,293094.95,236100.5,136167.3,5327.14,35969.52,40868.1,1
743,89,38.2,M       ,UNV     ,660,CAS     ,49,33,11,16,1011007.35,4313334.3,1210322.43,673290.48,389521.91,1156545.65,0
744,77,27.2,F       ,MED     ,440,CAS     ,21,60,146,170,173289.05,59453.4,527170.19,302566.38,7214540.95,1335310.48,1
745,90,32.4,F       ,UNV     ,600,CAS     ,57,16,36,25,72659.1,1576720.86,466707.43,-162271.91,276450.0,268060.0,0
746,93,38.9,M       ,UNV     ,1485,SOL     ,4,12,19,38,0.0,0.0,467853.0,29278.14,2507.71,0.0,0
747,326,,M       ,MED     ,715,CAS     ,32,16,10,9,0.0,0.0,0.0,0.0,233195.24,0.0,1
748,105,39.0,M       ,TEC     ,627,CAS     ,39,11,17,30,666585.14,255279.8,291569.81,281822.1,537720.95,250434.29,1
749,201,35.2,M       ,UNV     ,1700,SOL     ,103,43,51,32,1362618.52,1214538.1,556699.24,872226.67,7819279.52,0.0,1
750,93,37.4,M       ,TEC     ,1850,CAS     ,63,61,65,184,1282826.25,2008984.29,1691967.43,5649725.71,2947732.86,4818784.35,0
751,80,36.7,M       ,TEC     ,1500,CAS     ,113,48,128,90,200134.9,191517.4,202665.55,132868.81,1078805.71,0.0,1
752,88,27.9,F       ,TEC     ,350,CAS     ,30,40,17,27,107755.14,183137.85,189740.85,313198.67,3840205.71,0.0,1
753,88,38.3,F       ,UNV     ,931,CAS     ,19,108,39,66,722437.05,1376590.6,2478231.8,3333078.1,21069390.95,0.0,1
754,31,38.9,M       ,MED     ,594,CAS     ,12,20,11,42,1977434.55,1451247.45,684270.43,616307.57,149864.57,342539.61,0
755,86,28.9,F       ,UNV     ,700,SOL     ,24,92,57,56,304267.76,192752.4,243823.24,245400.19,1440332.38,0.0,1
756,90,38.0,F       ,TEC     ,846,SEP     ,7,63,37,31,473019.6,739381.29,331853.57,1463113.9,955898.48,740975.3,0
757,90,32.8,F       ,UNV     ,500,SEP     ,54,21,43,36,1365478.76,288925.0,35802.86,94769.14,845589.05,1105301.43,1
758,94,39.0,M       ,UNV     ,440,CAS     ,135,49,68,59,226850.43,536444.85,754668.3,410598.29,4364924.76,0.0,1
759,93,40.0,F       ,MED     ,550,SOL     ,24,132,132,140,934976.55,674182.5,408400.86,1451827.14,2222029.05,1704633.04,0
760,122,37.4,M       ,UNV     ,800,CAS     ,3,36,93,68,0.0,0.0,0.0,0.0,1191150.67,0.0,1
761,296,51.3,M       ,UNV     ,1073,CAS     ,8,48,43,49,3407801.1,3679071.45,2669424.43,1044201.43,1428215.48,1199869.78,0
762,20,35.4,M       ,TEC     ,500,CAS     ,50,22,14,19,12410.76,65031.3,39000.0,37060.1,963733.33,543962.86,1
763,112,39.2,M       ,MED     ,360,SOL     ,45,29,33,25,241427.1,422840.7,175919.43,1492350.0,916281.43,1124396.52,0
764,272,36.3,F       ,UNV     ,1070,CAS     ,131,83,64,60,333902.67,373439.8,157559.24,73835.33,431705.71,3559016.19,1
765,98,34.0,F       ,TEC     ,670,CAS     ,43,27,80,94,452089.71,80951.25,189989.5,57312.57,9773535.24,0.0,1
766,226,39.8,M       ,UNV     ,800,CAS     ,63,2,6,4,236360.81,226717.0,226717.0,208660.33,1752495.71,0.0,1
767,27,29.9,F       ,UNV     ,400,CAS     ,66,62,54,70,107627.52,55680.9,134987.43,48669.33,164740.95,395214.29,1
768,16,38.6,M       ,UNV     ,1900,CAS     ,25,84,77,76,225195.9,1129.65,432140.14,2381937.62,2136720.95,5674752.17,0
769,90,33.9,M       ,UNV     ,540,SOL     ,17,44,53,38,350142.6,609859.65,35812.0,2295926.19,1029224.76,393014.35,0
770,80,37.9,M       ,TEC     ,820,CAS     ,29,16,5,17,-7880.9,-24471.5,-12895.6,1618.48,0.0,0.0,1
771,16,34.4,F       ,UNV     ,930,SEP     ,35,53,61,44,993996.0,976176.43,731384.57,1244046.67,3507868.1,3549964.78,0
772,189,36.9,M       ,UNV     ,600,CAS     ,42,58,27,32,322243.35,41104.8,23517.57,105269.05,385988.1,926150.87,0
773,316,34.8,M       ,TEC     ,632,SEP     ,32,29,28,20,774758.81,140258.2,84869.0,332482.57,5582178.1,0.0,1
774,272,35.1,F       ,MED     ,330,CAS     ,25,188,100,125,1222446.75,643580.85,3354775.0,10032800.48,2141140.48,2259436.52,0
775,291,36.9,F       ,TEC     ,549,CAS     ,6,73,103,116,0.0,178907.9,365693.0,140799.19,558292.95,0.0,1
776,91,35.3,M       ,TEC     ,600,SOL     ,28,61,63,129,220321.35,234020.43,233346.71,1876461.91,853331.91,519017.83,0
777,88,30.6,F       ,MED     ,690,CAS     ,34,6,10,6,-1394.95,453.0,26580.0,5302.57,86408.1,33611.91,1
778,66,34.8,M       ,MED     ,380,CAS     ,84,93,79,14,1273269.9,1357348.29,1803011.86,4808098.1,4287389.52,5483584.78,0
779,1,37.0,F       ,MED     ,1024,CAS     ,15,158,136,59,2209369.25,1743062.14,2462479.05,4238299.05,8982268.57,12225245.22,0
780,93,38.3,M       ,UNV     ,600,CAS     ,109,83,70,63,109816.67,11001.25,4067.9,13667.24,5484240.0,0.0,1
781,93,24.7,M       ,TEC     ,624,SOL     ,48,36,44,37,32445.0,-48605.14,20774.86,142141.43,231170.0,119480.87,0
782,88,34.8,F       ,TEC     ,638,CAS     ,85,63,47,68,1273916.1,485896.05,1167664.86,2178270.95,4355647.14,1885923.91,0
783,115,36.0,F       ,TEC     ,319,SOL     ,5,48,44,74,0.0,0.0,128570.14,72653.43,139293.24,91091.65,0
784,115,35.2,M       ,TEC     ,485,CAS     ,35,13,9,9,-989.67,31930.5,17520.14,128.62,152380.95,0.0,1
785,326,38.6,M       ,TEC     ,456,SOL     ,14,5,11,3,418748.76,557356.2,462794.1,383980.29,4843341.91,0.0,1
786,99,33.8,M       ,TEC     ,304,CAS     ,18,30,4,14,125365.95,161822.55,693233.0,2574026.19,1262342.38,975241.74,0
787,59,38.4,M       ,UNV     ,1347,CAS     ,33,69,57,126,934359.9,8049350.7,8042009.43,18004941.43,17410456.19,7734301.3,0
788,5,36.8,M       ,UNV     ,1000,CAS     ,60,8,28,46,708153.43,264890.6,40624.0,2207.62,104801.43,0.0,1
789,141,36.0,M       ,TEC     ,500,SEP     ,6,17,28,25,1252109.0,769427.7,233487.5,209504.71,3085205.52,0.0,1
790,326,30.8,M       ,TEC     ,352,SOL     ,10,17,6,57,100137.43,48388.45,329474.86,179526.86,117932.19,0.0,1
791,80,36.9,M       ,TEC     ,312,CAS     ,56,72,52,58,198637.48,279083.95,306358.76,535201.71,3145749.05,0.0,1
792,89,37.8,M       ,MED     ,400,CAS     ,50,23,33,28,10211.95,3098.15,110666.75,183705.9,744752.86,0.0,1
793,22,35.3,M       ,UNV     ,870,CAS     ,29,30,39,49,7248562.95,2020035.45,1202526.86,5396345.71,2766301.43,1629838.7,0
794,89,37.4,F       ,UNV     ,542,SOL     ,30,63,90,57,695170.8,151036.43,1009108.43,1136255.71,907872.38,1419006.09,0
795,223,32.4,M       ,UNV     ,313,SOL     ,39,20,39,41,788.76,5254.8,5389.5,7429.19,0.0,0.0,1
796,85,30.7,M       ,UNV     ,640,SOL     ,42,20,8,12,-6498.33,-11405.75,-7143.57,-4698.81,659134.29,0.0,1
797,95,28.6,M       ,UNV     ,1000,SOL     ,54,12,14,15,64915.65,3723.15,76725.71,35310.95,0.0,0.0,0
798,326,38.3,M       ,MED     ,810,SOL     ,33,75,87,84,582218.55,981357.45,2835680.71,14727212.38,11266203.81,14158883.48,0
799,105,34.8,M       ,TEC     ,610,CAS     ,45,12,6,13,-5897.1,-2982.55,-433.9,-147.86,-72210.95,0.0,1
800,292,36.8,F       ,UNV     ,380,CAS     ,21,34,36,65,204119.67,38713.3,36560.4,122461.86,657579.52,0.0,1
801,88,37.4,M       ,TEC     ,1246,CAS     ,19,108,96,151,722437.05,1376590.6,2478231.8,3333078.1,21069390.95,0.0,1
802,85,38.3,M       ,UNV     ,1900,SOL     ,51,7,21,27,499768.43,257680.25,39758.7,0.0,1888623.81,0.0,1
803,5,38.8,F       ,TEC     ,390,SEP     ,46,7,9,10,0.0,17400.0,102930.71,147519.05,72360.0,276714.78,0
804,89,30.3,M       ,TEC     ,570,CAS     ,53,41,33,28,650926.95,897697.71,1063669.57,1973577.62,5278265.71,3405125.22,0
805,70,34.9,M       ,MED     ,365,CAS     ,38,49,42,67,102288.9,277618.55,193832.9,264770.9,1632188.57,0.0,1
806,5,34.2,M       ,TEC     ,430,CAS     ,115,73,90,111,135421.8,128998.5,400927.0,1836526.19,708101.43,760587.83,0
807,326,30.2,M       ,TEC     ,1330,CAS     ,3,2,8,0,0.0,0.0,0.0,0.0,22658.33,0.0,1
808,49,32.6,M       ,UNV     ,1260,SOL     ,73,85,53,51,1433822.85,1919406.86,2653829.57,6056255.24,5459590.48,10955123.04,0
809,326,36.6,F       ,UNV     ,612,CAS     ,33,84,65,72,860034.9,835759.29,1517763.71,2074750.0,1523483.81,1132928.26,0
810,301,35.9,F       ,UNV     ,450,CAS     ,34,158,133,153,97458.0,931708.57,7842012.71,3827468.57,15377157.14,3256731.74,0
811,13,37.3,M       ,TEC     ,560,CAS     ,35,37,71,79,310571.1,533331.0,463694.43,1476492.38,632161.43,1005541.74,0
812,87,36.8,F       ,UNV     ,360,SOL     ,48,28,11,16,788549.85,606483.75,909029.86,2742223.81,1331262.86,2672090.44,0
813,89,36.8,F       ,TEC     ,1100,SEP     ,11,6,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0
814,89,37.9,F       ,TEC     ,600,CAS     ,17,8,7,22,307302.76,214187.65,240341.05,328243.67,700.95,0.0,1
815,164,37.3,M       ,TEC     ,450,CAS     ,6,90,78,65,0.0,208093.65,160116.14,77365.05,488564.38,0.0,1
816,80,35.0,F       ,UNV     ,419,CAS     ,23,21,35,38,3724459.9,2237835.7,336407.05,297648.48,2258158.57,2393040.0,1
817,226,31.3,F       ,MED     ,340,SOL     ,28,8,11,22,8647.14,88821.1,0.0,0.0,0.0,0.0,1
818,105,36.7,M       ,UNV     ,1375,CAS     ,36,19,17,28,6897051.45,9866841.86,5638979.57,12229628.1,15037389.05,16164401.74,0
819,99,35.4,F       ,TEC     ,600,SOL     ,53,22,25,53,3049910.7,3480526.5,3724907.43,25324463.33,33147579.05,26483780.87,0
820,70,31.0,F       ,MED     ,450,CAS     ,13,14,59,97,342232.38,94272.9,-23068.5,721674.48,2957689.05,-110470.95,1
